sepal_length,sepal_width,petal_length,petal_width,target
4.388866233619132,3.6648584759324936,1.2040760384922367,0.5226468795198613,setosa
5.04583292265468,2.8621077708979787,1.937202062345459,0.754597504432914,setosa
4.976968282899928,3.304129304739688,1.4440465619102774,0.1,setosa
5.384505365914921,3.2099878238944344,1.4820833555579132,0.1,setosa
4.780874415097931,2.9527961969220904,1.9399742598000373,0.19606934937789539,setosa
5.338072566555083,3.4046636089196407,1.256958765303987,0.13566015899921174,setosa
4.803919132323985,3.4027856847147198,1.3686566061130656,0.14502739942037057,setosa
4.51749886055243,3.1176039253326078,2.0789201420801504,0.1,setosa
4.631067174331777,3.5180642164012608,1.9925452698447863,0.1,setosa
4.927017353112055,3.178781606122782,0.8836431839854091,0.507224348240437,setosa
4.991794628505804,3.425004645502412,1.236690984644044,0.4091744570489208,setosa
4.811245927679438,3.349983877026134,1.1121087227364703,0.1,setosa
5.467436149355008,3.2225133534115336,1.6020881247245307,0.2381733478314197,setosa
4.845599179033235,3.222213660381973,1.720528907005955,0.14434633841313158,setosa
4.9469947231400475,3.407777545018068,1.9117779120882004,0.4881788411215984,setosa
5.133910093704798,3.2027500123263652,1.016310947997737,0.5823354761073557,setosa
5.338256496977307,3.3507520603068306,1.6896593445612313,0.5235050688598917,setosa
5.2909145584327435,3.7224842156362645,1.3405338222686036,0.7802405439326511,setosa
5.503692429600003,3.071603076947777,4.432876227660765,1.6357666897335759,versicolor
6.597652907483859,3.289555915682527,3.859188082483736,0.7389649469062501,versicolor
6.225911170668829,2.414745654443427,4.25565811397337,1.623904616951818,versicolor
5.3646709270850454,2.0315068409916828,4.3507546571180296,1.345535061364654,versicolor
5.853968925016328,2.7834871673195765,3.958819537421452,0.8002769574547627,versicolor
5.881670802191888,2.429901958132713,3.6847815371561126,1.506988374987647,versicolor
5.918510480052239,2.9122849878214847,3.913746770500922,1.0996794228571698,versicolor
5.5903349404729425,2.459675346529683,4.3283927712122905,1.0559588842827692,versicolor
6.064623201087096,2.8889145738963755,4.968806345408035,0.8425238339466168,versicolor
6.250765832242267,2.7386792133390534,4.255089594454151,0.8225476623326862,versicolor
5.7789321655463715,3.030119042205384,4.231132569793943,1.358369029643943,versicolor
5.838249161789811,3.1740994114452006,4.252484601534777,0.5598545146312784,versicolor
5.697774607333929,2.080921187521915,3.1219965545762114,1.1444596275796908,versicolor
6.406745947535954,2.7864919671457073,3.8496090024082568,1.0007550461291523,versicolor
6.335714630587503,2.8251693181894626,4.27679973454672,1.31128837390668,versicolor
5.953440091544372,3.0518919764303294,4.453398554074626,1.405496645008573,versicolor
5.574996074843496,2.9488880677184044,4.020513522702627,1.7128459865651675,versicolor
5.495132212396555,2.721832658303544,4.257424599798055,0.8663740572745523,versicolor
6.542690075349768,3.281142368540843,4.097745683436821,1.6001024079475832,versicolor
6.072536624384575,1.8552541878291597,4.3476393056971565,1.3085295720583632,versicolor
5.969126073716086,2.3930937780604875,4.1657285338228585,1.267609432816196,versicolor
6.3558329760243115,2.887049471136855,4.258055739429068,1.865139499268829,versicolor
5.7456632245827235,2.6336993932936155,3.624135746031329,1.8791870461992644,versicolor
6.27751632886805,3.0908968155790975,4.494114456256428,1.3685520056822782,versicolor
6.0154211287138155,2.6817976934064425,4.188739850996969,1.349006264099793,versicolor
6.469140329047322,2.9644907656328274,4.239538955984398,1.1272127823448115,versicolor
5.71775052940592,3.3309467539103714,4.437340556479486,1.3536426954087293,versicolor
5.818836355246548,2.3818313059048153,4.236598454885536,1.6357803120645704,versicolor
5.8026119636068785,2.690465095949804,4.182637976996357,1.368358028799359,versicolor
5.382446192439037,2.6876105768122183,3.960961568646075,1.639604761396912,versicolor
5.670290463202299,2.9719663615552436,4.793553108454366,1.2202413085514312,versicolor
5.729448311756787,2.8370012906941326,4.25928984033684,0.9822342784311011,versicolor
6.1013217954996835,3.475430618716393,4.169660801656996,1.258993331377368,versicolor
5.57427379175082,2.881680958090292,3.82355832135233,0.9425741414769808,versicolor
6.387883545145327,2.4530914292118746,4.638475149265968,1.8635253013239825,versicolor
6.03076426011686,2.9636869909977883,4.943287830290372,1.2611450592769993,versicolor
5.732447971070435,2.2963691273259705,4.274597478121221,1.8477004738214073,versicolor
6.275858383490303,2.440268065503715,3.960618615658591,1.1535400697306628,versicolor
6.04229382887337,2.6981410005137105,4.335058880905078,1.4338587823159066,versicolor
5.835429244662544,2.7559391204389696,4.332307332025612,1.3006106037633884,versicolor
6.116232302747918,3.4248065206648017,4.467190299669791,1.3495336912429932,versicolor
5.34985848182333,2.9057849801053206,3.5786625558814773,0.8368380698453575,versicolor
6.239123738364068,3.0171822710478327,4.20752135057789,0.7314961128467247,versicolor
5.810028019088203,2.5324415886243914,4.4828942611455735,2.120205686349636,versicolor
6.01592567078413,2.4972411051887593,3.850306964393873,1.3103670017311047,versicolor
5.878122382270245,2.366968294165385,4.300724332492265,0.9271802675411985,versicolor
6.329237545105256,3.141927712025854,4.6396629428537475,1.164082335287015,versicolor
6.120082197161332,2.723775673173225,4.123915778509131,1.211299020000277,versicolor
5.485099654438048,2.2646477064367074,4.5380101768066154,1.263067608628168,versicolor
6.015748697894669,3.1205986359589417,3.6534036267443737,1.0555544741644372,versicolor
6.651367195212774,3.1072331753329507,5.418023942359616,2.390212731444247,virginica
6.663638228590373,2.545316251410249,5.224232678403274,2.3119148711731174,virginica
6.752341009759621,2.30532856634769,6.0216993063518425,2.2393094608828603,virginica
7.060170045693774,2.8357046916237207,5.446502822533685,1.6357400203370382,virginica
7.477925349546161,2.9085910211074983,6.105636617228681,1.803447642014452,virginica
6.647344417316585,2.385026629700472,5.415996497931631,2.3743142179400096,virginica
6.151889664548926,3.3452796407271146,5.668033235546962,1.6646171762555104,virginica
6.414440955001014,2.8093270131531054,5.532668231720124,1.8423496119199174,virginica
6.300449234718412,2.863394304119814,5.190588591486833,1.5786656995749229,virginica
6.5731382311224245,3.279005978944099,5.014719903208922,2.031227853012386,virginica
6.362515331819546,2.627999097002859,5.8487031784501164,1.8486406088182665,virginica
7.114405589072708,2.6970562225487624,5.6852756977690415,1.9504509477049787,virginica
6.3260923668057725,3.1756862649022137,5.495756099423818,2.241123703249776,virginica
6.573447972474051,2.589964310644497,5.514275764883882,2.048184309330649,virginica
6.925462033858419,2.652805847432688,5.536234551356443,1.4273424444194862,virginica
6.81802257112016,2.591480958875774,4.917774167620738,2.009274108003842,virginica
6.976989735531996,2.436443568125844,5.169187545114051,1.7698537881313514,virginica
6.194676173780299,3.102799760917105,5.26742139423443,1.777469842238929,virginica
6.794156889538809,2.7055698791609606,5.701473034223253,1.6900151898412847,virginica
6.165751520024648,2.3275927487831773,6.201420975419105,1.917909338754151,virginica
6.67537667878195,2.9591326718567204,5.605986614952542,2.0473902677810303,virginica
7.257875963720944,2.6063756931649986,5.004888262865638,1.6758141160304756,virginica
6.122851846584509,3.23143671836868,5.837132373338215,1.6935395591973856,virginica
6.103347478237953,2.845821171400617,6.036893357256737,1.0431507037705892,virginica
6.774319369155556,2.5934856703929956,5.914128501289445,1.6527266206931366,virginica
6.4901044604744555,2.442802314776153,5.2079597523256655,2.515043707066141,virginica
6.87720254006152,2.829416146747264,5.24543967042851,1.367167502220865,virginica
6.4522201508346555,2.959183861594796,5.52058097475793,1.9971728252083403,virginica
6.197366630470576,2.9468041401220337,5.536464317162713,2.481696713231112,virginica
7.243356709023327,2.9220538405787733,5.281792917088439,2.0072562545833126,virginica
6.377332553660947,2.710148164488813,5.52947244682725,1.6648434490966895,virginica
6.802137362904256,2.933629557785573,5.637502907400983,1.9659709874102649,virginica
6.335460943461656,2.638214154087902,5.46695339848641,1.8379338819002657,virginica
6.671865466623351,2.9684489038808266,5.073192638227044,2.053492454799923,virginica
6.119998854000735,2.754232831068252,5.446976236773753,1.3036543527310411,virginica
6.6220276067509936,3.0228441724000175,5.494691532301364,1.8814889546349418,virginica
6.459238718962151,2.6282111859861303,5.455604870594915,1.8365858687697982,virginica
6.622089887440589,2.5485523686593003,5.6324564681539,2.080126612717184,virginica
6.540453008737447,2.816278311919799,5.7433189623645395,1.4473894026221472,virginica
6.751158668350792,3.0550631131666304,5.649181702387115,2.1641594073514363,virginica
6.3612244576925026,2.8791889795944976,5.772970415925722,2.1807237354290883,virginica
6.662349467904927,2.4399879142081304,5.7382604902091225,2.439314847197587,virginica
6.943385022565,3.051857317069187,5.004812488738532,2.3598906849798067,virginica
6.538460877148081,2.0836181231765623,5.682022591087521,1.507739875922162,virginica
6.136245796931728,2.747764387669152,5.995406912259009,1.9002041260375622,virginica
6.68484705570785,3.5817887873132808,6.107910416929527,1.993826304460422,virginica
6.505467642278821,2.528695278068658,5.3069396740364425,2.1788754216644692,virginica
6.7285057666333765,3.008583380910886,5.898180580147374,1.7596711954383866,virginica
6.570373217935787,3.2259350459731846,5.7544510671797715,2.4048310215063466,virginica
6.728957142367771,2.861709105541109,5.676767291091839,1.6790916812655619,virginica
